FILE data/history.csv
```
segment,quarter,unemployment,hpi_growth,pd,lgd,prepay
B,65,4.5414488281608385,0.040198740254693555,0.0072,0.44326899018673893,0.1136
B,66,5.495188755891961,0.0497640890278091,0.0111,0.5127053379823497,0.1047
B,67,5.541336415366123,0.02913786545020747,0.0129,0.5573578814110166,0.0961
B,68,5.1411959147591135,0.022062775100251807,0.0135,0.5042313485501565,0.1002
B,69,4.585940114847747,0.07828074669384805,0.0064,0.4225047845796203,0.1361
B,70,3.9719540538616758,0.054898767678834774,0.0043,0.36729274263735134,0.1333
B,71,4.006565875619771,0.04129375023975955,0.0067,0.42028107665791525,0.1282
B,72,5.08492209418505,-0.012358409833724479,0.0118,0.5961202859043174,0.0848
B,73,5.840025161636157,-0.007267651620614053,0.0165,0.6282490120745401,0.0809
B,74,5.402270308081587,0.004904098782149469,0.0151,0.5904234673188984,0.0876
B,75,4.049962987877945,-0.00689394239309702,0.008,0.47776017544679944,0.0953
B,76,4.629590903706622,0.006972068604837983,0.0088,0.48058151561376644,0.1006
B,77,4.515244163630784,0.04688673171847524,0.0072,0.43047090256614146,0.1208
B,78,5.623330758001448,0.02838882996177535,0.0147,0.513004782374879,0.0981
B,79,5.23476460888764,0.0248311250353328,0.0105,0.5128532481626898,0.095
B,80,6.5275265931931985,-0.01547098888689645,0.028,0.6617761031833471,0.0706
C,1,5.0,0.03,0.0087,0.5164244487678742,0.076
C,2,5.054829710091662,0.041789659017845655,0.0081,0.497955748889675,0.0861
C,3,4.60317312477162,0.06512775389271633,0.0079,0.37445828787769336,0.0974
C,4,5.358888730970511,0.05929937777921819,0.0092,0.45819011128742443,0.0883
C,5,4.301548517695903,0.04929231245385771,0.007,0.41347540955214873,0.0986
C,6,4.565568554738555,0.05795942037862016,0.0053,0.449617954605463,0.0934
C,7,4.647411545688347,0.06158909042001341,0.0079,0.4343464197199619,0.1011
C,8,5.566639734994175,0.06059483028682977,0.01,0.4521515122405677,0.0808
C,9,4.954096262153274,0.039062429341124895,0.0094,0.46003488752909605,0.0801
C,10,4.972265475556034,0.0320221957345087,0.0086,0.5072857152351848,0.0807
C,11,5.391217616094684,0.0057584171913288955,0.0126,0.5797895641553705,0.0667
C,12,4.481737887292363,0.030540639938483414,0.0087,0.47329352899337684,0.0865
C,13,3.7748308526939915,0.06173847288278552,0.0061,0.3709976082305088,0.1206
C,14,4.45124427347498,0.07366334139178037,0.0083,0.34638989892410044,0.1133
C,15,3.9207306651179383,0.11116343638188081,0.0046,0.28472419741446725,0.1471
C,16,4.992159425226792,0.0447413557811527,0.0092,0.45536319491890426,0.0857
C,17,5.331101202361506,0.039242226042598874,0.0078,0.5196314037619113,0.0771
C,18,5.610859963169949,0.03947826850048112,0.0108,0.48551021988566934,0.0747
C,19,5.643564308695405,0.009663642877711064,0.0148,0.5789423392397246,0.0622
C,20,3.794711915502484,0.049409357219478436,0.0068,0.4033297759223663,0.1102
C,21,4.276929158184767,0.03584237586600487,0.0084,0.4571054984643363,0.095
C,22,4.172132415624589,0.0052241379475764065,0.0097,0.5420857502245634,0.0821
C,23,4.662780558537314,0.04016054471233872,0.01,0.43481463841905016,0.091
C,24,5.7630580122928325,-0.0012522586036513364,0.0161,0.6294027343179626,0.0591
C,25,5.53406660831006,-0.006928520504921647,0.0137,0.653860628334955,0.0585
C,26,3.6968937223695715,0.05212626585871624,0.0067,0.39448735839070165,0.1188
C,27,4.6530363564551855,0.03698773138518105,0.0091,0.5162547170614951,0.0933
C,28,4.266158877403031,0.045782137652771004,0.0064,0.4540414684596164,0.0973
C,29,3.717129423114587,0.04968907676656757,0.0061,0.42589761642404916,0.1088
C,30,3.9480384936017257,0.07672383531069937,0.0053,0.35525304270016594,0.1298
C,31,3.815208453575635,0.03675044291557211,0.0063,0.45971088000851623,0.1037
C,32,3.996946348091639,0.02888712228585494,0.0053,0.43963589816774445,0.0933
C,33,4.339799474923126,0.03332188659647394,0.0097,0.4409810534313015,0.0934
C,34,3.99191331640539,0.05619230965767243,0.005,0.40388788778374896,0.1104
C,35,3.5051000373080163,0.042042245427648006,0.0051,0.45490889284348585,0.1076
C,36,4.157314599262294,-0.011075852063795022,0.0094,0.5786239533684288,0.0733
C,37,4.011638958433216,0.014791803599432824,0.0076,0.5097072325364309,0.0853
C,38,3.612958103958986,0.027762492349132768,0.0057,0.40726551026277696,0.0972
C,39,3.0610669314635643,0.05335999517907877,0.0036,0.3752848279898965,0.1282
C,40,2.128447520273231,0.05508235698099032,0.0037,0.3579164407022233,0.1577
C,41,3.2980284994843503,0.06882395619259052,0.0048,0.3576680781442182,0.1294
C,42,4.063884902106783,-0.038742807630565285,0.0109,0.6545719534371699,0.0628
C,43,4.393825051360405,-0.002583188032547999,0.0094,0.5692278141927918,0.0742
C,44,4.503528152168555,0.021228210172995185,0.0098,0.5251007276439618,0.0762
C,45,5.745252565405373,0.030348720220314693,0.0128,0.5250912526080042,0.0688
C,46,4.96419735202316,0.014924949232196352,0.0111,0.5618331613391077,0.0782
C,47,4.772726466826357,0.015817943807086156,0.011,0.5238699528032247,0.0787
C,48,5.341577585630523,0.001076068961347234,0.0136,0.6140835903533731,0.0644
C,49,5.786945467630654,0.04254239646127104,0.0131,0.5418968146557818,0.0709
C,50,5.006196268490664,0.04664747536119726,0.0077,0.4547832329956849,0.0837
C,51,4.3231242037720845,0.030347795808334323,0.0091,0.4785336948894968,0.0882
C,52,5.586138336253663,0.026393678808574666,0.012,0.586888559042443,0.0674
C,53,5.138961012240946,0.028170328400253623,0.0104,0.5179931907568216,0.0739
C,54,4.222229969060276,0.03220077879352763,0.0078,0.45231497680333316,0.0901
C,55,4.894859679418456,0.027177759241122985,0.0093,0.5041481113362186,0.0787
C,56,4.590909645514719,0.0467237252102317,0.0076,0.4379531358636422,0.0979
C,57,4.434619189989959,0.04692578306620042,0.0067,0.48422161889793414,0.0939
C,58,3.8829417223816103,0.054869029038597236,0.0067,0.38437141730133867,0.1144
C,59,4.802588905782195,0.06735308771615162,0.0077,0.41343624856701644,0.1022
C,60,4.956552216774394,0.042894609439632726,0.0095,0.48700724477784324,0.0885
C,61,4.74155137898678,0.041039109287909804,0.0086,0.49738184957318093,0.0917
C,62,3.9864103072822683,0.05463135452124153,0.007,0.39377798171301864,0.1099
C,63,4.105897493292593,0.05085423069708454,0.0072,0.41659807843932933,0.1036
C,64,5.069384817365396,0.04089044914882603,0.0106,0.5123451192880317,0.0821
C,65,4.5414488281608385,0.040198740254693555,0.009,0.45638234037867925,0.0917
C,66,5.495188755891961,0.0497640890278091,0.0103,0.44919222175741275,0.0828
C,67,5.541336415366123,0.02913786545020747,0.011,0.5333634204893809,0.0751
C,68,5.1411959147591135,0.022062775100251807,0.0106,0.5180639059548638,0.0763
C,69,4.585940114847747,0.07828074669384805,0.0069,0.37278782217244355,0.115
C,70,3.9719540538616758,0.054898767678834774,0.0071,0.3770571614164927,0.1081
C,71,4.006565875619771,0.04129375023975955,0.0064,0.41865271443271357,0.101
C,72,5.08492209418505,-0.012358409833724479,0.0132,0.6609087271718903,0.0587
C,73,5.840025161636157,-0.007267651620614053,0.0151,0.6699528466083113,0.0531
C,74,5.402270308081587,0.004904098782149469,0.0131,0.5810437393964345,0.0617
C,75,4.049962987877945,-0.00689394239309702,0.0096,0.5889781545701513,0.0748
C,76,4.629590903706622,0.006972068604837983,0.0093,0.5655927239934736,0.0689
C,77,4.515244163630784,0.04688673171847524,0.0086,0.3951814720352561,0.0935
C,78,5.623330758001448,0.02838882996177535,0.0122,0.5644729857036015,0.074
C,79,5.23476460888764,0.0248311250353328,0.0101,0.5202326036987345,0.0768
C,80,6.5275265931931985,-0.01547098888689645,0.0207,0.6599011929688933,0.0479

```

FILE data/forecast.csv
```
quarter,unemployment,hpi_growth
1,6.361585769044049,-0.010287115276034396
2,6.195644944894899,-0.005103241665172335
3,6.029704120745749,8.063194568971865e-05
4,5.863763296596599,0.005264505556551773
5,5.6978224724474495,0.01044837916741383
6,5.5318816482983,0.015632252778275884
7,5.36594082414915,0.02081612638913794
8,5.2,0.026

```

FILE data/pools.csv
```
pool_id,segment,balance,remaining_quarters
A1,A,4560708.0,4
A2,A,5722684.0,12
A3,A,7830453.0,24
A4,A,6293871.0,40
B1,B,7123004.0,4
B2,B,9897838.0,12
B3,B,8182108.0,24
B4,B,9750716.0,40
C1,C,8328222.0,4
C2,C,3560163.0,12
C3,C,2624450.0,24
C4,C,9410646.0,40

```

FILE data/policy.json
```
{"forecast_quarters": 8, "reversion_quarters": 4}
```
